g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	
g2320	0.26	0.78	0.59	-0.45	-0.38	1.29	-1.11	0.7	-1.55	0.38	0.75	0.93	-0.79	0.52	-0.71	-0.91	0.32	0.19	-0.01	-4.2	
g2321	0.24	0.9	0.54	-0.82	-1.27	-0.87	-0.5	-0.07	-1.07	0.87	0.29	1.2	1.22	-1.08	-2.0	-4.32	0.07	-0.58	-0.53	0.08	
g2322	1.94	-0.29	-1.18	-0.95	-2.94	-0.85	1.47	-0.15	-1.04	-0.3	0.28	0.13	-4.65	-1.35	-0.1	-1.77	-0.36	-0.59	0.45	-1.53	
g2323	-0.09	-2.51	0.07	1.27	-1.51	-0.87	-0.51	-0.31	-1.3	0.18	-0.86	-0.22	1.09	0.07	-0.29	-1.76	-0.39	0.63	-0.11	-0.32	
g2324	0.06	1.26	-0.72	-0.63	-3.57	-0.22	0.79	0.01	-1.4	0.65	0.19	0.45	-0.49	0.81	-1.1	-2.44	0.27	-0.13	0.02	-0.44	
g2325	-0.03	-5.12	0.52	2.21	-2.5	-0.11	-4.61	0.01	-1.04	-0.45	-0.09	-0.07	-0.58	-0.37	0.74	-0.35	1.68	-0.22	0.58	1.67	
g2326	1.74	-1.17	-0.6	-0.9	-1.7	-0.61	-4.8	-0.11	-2.18	-0.62	-0.25	-0.29	3.34	-0.22	-1.75	-1.23	-0.71	-0.29	0.52	-1.37	
g2327	1.48	-5.36	-2.04	-3.27	-1.43	-0.84	-1.99	-1.02	-1.78	-0.83	0.24	0.87	-1.36	2.26	-1.82	-0.46	-1.7	-1.12	0.29	-1.62	
g2328	0.83	-2.88	-0.68	-0.62	-1.21	-0.71	-0.93	-0.97	-1.31	-0.69	-0.2	-0.82	-0.45	0.15	-0.7	0.19	-0.52	0.01	0.55	-0.84	
g2329	-0.23	-3.28	1.4	2.08	-3.19	-1.92	-1.97	-1.85	-1.45	-1.47	-2.72	-0.79	1.24	1.64	2.01	-1.58	-0.42	-1.64	-0.66	-0.58	
g2330	0.1	-6.27	-1.5	-3.52	-10.51	0.46	-1.24	-0.11	-0.72	0.95	0.78	0.92	-0.3	-1.28	-1.15	-7.57	-1.6	0.28	-1.07	-1.36	
g2331	2.29	-2.53	-2.25	0.7	-3.94	-0.57	-0.17	-4.07	-1.41	0.38	0.96	0.01	-0.21	0.04	5.53	-1.85	0.32	0.41	-0.73	1.13	
g2332	-0.42	-5.43	-1.27	-2.5	-6.79	0.22	-1.74	-0.51	-0.93	-0.22	-0.23	0.07	-7.21	-0.81	-2.01	-0.44	-2.0	-0.6	0.3	-1.34	
g2333	-2.28	-6.94	-3.2	-4.45	-4.38	-2.94	-1.17	-0.34	-1.06	-1.5	-2.6	-1.16	-2.49	-0.49	-0.79	-3.16	-2.01	-1.47	-0.11	-1.84	
g2334	1.46	-2.77	1.72	0.51	4.13	0.16	1.96	1.89	-2.35	-0.51	-0.01	-0.36	0.83	-0.44	-1.24	5.99	-0.12	-0.29	0.38	0.52	
g2335	1.83	-1.84	1.18	1.22	-2.09	-0.62	1.35	0.78	-1.84	-0.19	0.02	-0.16	0.82	0.77	0.7	4.28	0.37	0.13	0.02	0.49	
g2336	3.0	-3.35	0.14	0.01	-3.14	-0.43	0.07	-0.03	-1.32	-0.31	-0.04	-0.33	4.57	1.16	0.65	-0.08	0.15	0.04	0.27	-0.17	
g2337	0.52	-2.41	-3.6	-0.69	0.99	-1.96	3.07	-1.2	-1.37	-0.68	-0.96	-0.29	-0.22	-0.07	0.34	-2.27	0.64	0.27	-0.41	1.3	
g2338	0.1	-2.68	-0.97	0.3	-1.53	0.39	-0.52	-0.48	-1.27	0.0	0.22	-0.37	-1.58	-0.06	0.66	0.13	-0.82	0.15	0.41	-1.11	
g2339	-0.87	-0.94	-1.31	-3.62	7.34	0.4	-0.58	-1.68	-1.17	-1.71	0.73	1.49	1.12	0.35	0.0	-3.75	0.44	1.02	0.47	1.26	
g2340	-1.36	0.39	-1.49	-0.7	-0.58	-1.8	-1.23	-1.75	-1.16	-0.12	-0.59	-0.65	-0.04	-0.97	-0.98	2.52	0.53	-0.02	0.35	0.22	
g2341	-0.03	-1.31	-0.29	-0.99	-2.03	0.72	-1.34	0.15	-1.09	-0.4	-0.08	-0.09	-1.82	0.85	-1.73	0.9	-1.01	-0.4	-0.2	-2.04	
g2342	-0.28	-1.92	-4.16	-1.41	0.31	-0.82	-1.9	-0.69	-1.37	-0.77	-0.43	-0.55	-0.61	-1.16	-1.61	-1.06	-1.12	0.07	0.55	-1.35	
g2343	0.13	0.61	-0.59	1.76	2.28	1.23	-1.97	-0.51	-1.2	0.7	0.63	1.08	-0.01	0.42	0.3	0.69	0.65	-0.17	-0.25	1.04	
g2344	0.72	-1.27	-0.68	-0.67	-2.18	0.15	-0.15	-0.62	-1.1	0.06	0.31	0.14	-3.92	-0.02	0.16	-2.1	-0.95	0.16	1.18	0.39	
g2345	-0.09	-0.01	-2.22	-0.26	-1.58	0.92	2.91	0.32	-1.39	1.83	0.64	0.75	-4.34	-0.36	0.77	1.07	0.87	0.32	-0.01	0.81	
g2346	1.41	1.57	-0.4	2.24	-0.88	1.18	1.57	0.14	-0.91	2.46	0.99	0.43	2.65	1.82	0.92	0.61	0.59	0.32	0.45	0.99	
g2347	0.27	-0.35	-0.72	-0.17	-2.83	-1.55	-1.52	-0.45	0.24	-0.31	-0.13	0.45	-3.22	-0.74	-0.15	-0.43	-0.3	0.65	0.11	-0.29	
g2348	0.08	-1.18	-1.07	-0.92	-0.37	-0.83	-0.13	1.33	0.69	0.92	1.38	1.23	-0.14	1.1	-1.78	2.33	0.13	-0.01	-0.05	0.9	
g2349	0.23	-4.39	-1.01	-1.66	-1.82	-0.23	-1.12	-4.31	-0.37	5.58	-0.06	-0.29	0.35	0.63	-0.95	-3.38	2.01	0.71	0.88	-1.54	
g2350	0.02	-1.97	-2.15	-1.38	0.11	-0.22	-1.48	-0.45	-1.33	-0.03	-0.52	-0.77	1.21	-1.98	0.36	-0.45	-0.73	-0.47	0.67	-0.32	
g2351	3.46	-1.41	1.06	0.43	-1.64	-0.23	-0.45	-0.91	-2.3	0.53	0.85	1.54	1.91	1.86	-1.54	1.02	0.45	0.4	0.0	-0.2	
g2352	0.37	-3.13	-0.14	-0.32	-5.47	-2.63	-2.65	-0.52	-1.73	-0.6	-1.2	-1.43	-2.59	-2.69	-0.72	-1.05	-0.47	-0.37	0.1	0.03	
g2353	-1.02	-2.79	1.0	0.97	-1.79	1.05	-1.51	-0.17	-1.55	0.62	0.15	0.59	2.53	1.96	1.47	2.23	0.68	0.34	0.96	2.43	
g2354	0.8	3.68	0.45	0.11	1.59	2.95	2.6	2.72	-0.53	2.31	2.57	2.57	1.15	3.03	0.37	2.35	0.49	-0.38	0.87	2.16	
g2355	0.65	-2.31	1.19	2.95	-1.51	-0.45	1.08	-0.46	-1.58	-0.2	-0.22	-0.27	4.4	0.7	1.63	0.61	2.24	0.45	0.89	3.19	
g2356	2.73	3.51	1.43	0.27	-0.05	3.59	5.6	1.52	-0.18	-2.41	-1.52	-0.52	1.76	2.11	-0.23	1.4	0.58	-2.15	-0.66	-0.57	
g2357	-1.0	-0.47	1.77	1.86	-1.19	-0.43	0.07	-0.41	-1.29	0.16	-0.2	0.41	-1.66	-0.08	1.39	-3.32	1.39	0.0	-0.08	-0.52	
g2358	2.43	-0.95	3.67	0.92	-1.63	1.62	-0.83	-1.16	-2.01	0.24	-0.31	0.06	-3.25	3.1	-2.73	-1.83	0.23	0.02	0.04	0.18	
g2359	0.57	-1.35	-1.25	-1.59	-1.04	0.36	-0.82	0.16	-1.25	0.24	0.16	0.84	-2.98	-0.5	-1.64	-3.25	-1.84	-0.24	-0.25	-0.9	
g2360	0.28	0.72	0.78	2.06	-0.46	-0.43	-0.5	2.38	-1.75	0.18	0.55	1.01	0.13	-0.59	-1.47	-0.44	0.53	1.75	-0.54	0.27	
g2361	0.15	0.97	-0.43	-0.54	-1.38	-0.11	0.13	1.42	-1.16	0.69	0.37	0.61	-0.82	-0.69	-1.23	1.74	-0.09	0.7	-0.46	0.18	
g2362	1.78	-3.56	-1.14	1.49	-2.03	2.02	1.24	0.25	-2.09	0.75	0.49	0.18	-2.03	-0.39	-2.1	-1.36	0.48	0.95	1.32	0.64	
g2363	0.73	-3.62	1.19	2.71	-2.75	0.31	0.03	-1.68	-2.12	0.23	-0.41	0.06	1.73	2.66	1.54	-2.77	1.4	-0.28	0.12	0.27	
g2364	-5.13	-0.61	0.43	1.25	4.56	0.14	-0.04	0.08	-1.29	-0.26	1.2	0.16	2.73	4.6	0.14	-4.76	0.44	-0.72	-0.37	-0.1	
g2365	-1.08	-1.55	-2.46	-6.76	-4.63	0.09	-7.37	-2.06	-0.33	-0.58	-0.21	-0.19	-1.56	0.15	0.04	3.82	-0.41	-0.02	0.32	-0.15	
g2366	-1.11	-1.02	0.59	-0.03	5.33	-0.61	2.16	0.27	-2.47	-0.95	-0.39	0.18	2.1	0.53	-0.55	1.5	-0.18	0.32	-0.06	-1.24	
g2367	0.05	-3.21	-0.12	-0.59	1.5	0.22	-5.05	-0.28	-1.46	-0.08	0.05	0.57	2.57	-0.12	0.78	1.22	0.82	0.5	-0.03	0.25	
g2368	-1.99	1.04	0.79	2.57	2.42	-1.74	-0.95	0.27	-1.41	1.53	1.61	1.38	-1.36	0.72	0.81	-0.84	2.14	0.72	-0.03	-1.96	
g2369	-0.87	-2.3	0.55	0.37	2.69	2.03	-1.75	1.08	-1.31	1.56	0.89	0.6	0.36	0.12	-0.92	-2.9	-0.19	-0.31	-0.23	-0.07	
g2370	0.79	0.6	0.22	-1.75	0.9	0.23	2.38	1.95	-1.36	0.23	-1.13	3.69	-1.96	1.03	0.98	-3.48	1.26	0.7	-0.57	-0.32	
g2371	1.3	0.27	0.78	-2.52	1.15	0.75	0.12	2.72	-1.16	2.43	1.96	2.58	1.62	-0.94	0.75	-1.19	0.23	0.38	1.62	0.41	
g2372	-3.02	1.75	2.46	0.93	-0.39	-1.48	0.13	-0.37	-1.4	-2.37	-3.0	-1.69	0.1	-0.05	2.04	-9.01	1.9	-0.04	-2.24	-2.06	
g2373	-0.5	-1.28	-4.92	-8.55	-1.25	-0.22	-2.77	-2.12	-0.05	-0.8	-0.38	-0.08	-3.07	0.07	-3.65	-0.65	-7.16	-0.87	-0.21	-3.85	
g2374	-0.05	0.54	0.51	-2.21	-0.12	0.54	0.63	2.02	-1.03	1.66	1.52	2.14	-3.1	0.59	2.61	0.33	-1.55	1.21	-1.06	-0.17	
g2375	0.99	2.18	1.3	0.51	1.98	-0.42	-1.56	-2.17	-1.63	-0.03	-0.04	-0.53	-0.37	2.06	0.06	0.3	0.15	-0.29	0.97	0.94	
g2376	-1.7	-0.39	1.73	2.07	-1.39	-1.33	0.08	-0.9	-1.32	-1.61	-1.88	-1.7	0.21	-0.42	1.04	-1.27	1.85	0.01	-1.69	-0.19	
g2377	0.88	0.53	2.73	-1.1	1.22	0.47	0.46	-2.46	-1.99	0.31	1.49	0.53	-3.98	-0.85	2.47	0.12	0.56	0.48	-0.06	-0.1	
g2378	0.95	-1.75	-1.07	-1.64	-0.33	0.25	-0.81	0.03	-1.43	0.01	0.18	0.19	-7.64	-0.44	-1.74	-0.86	-0.81	-0.34	0.1	-0.07	
g2379	1.07	1.45	-0.34	-0.66	-0.56	0.35	-2.31	0.07	-1.59	0.82	0.32	1.01	0.63	-0.28	-1.76	-1.39	-0.94	-0.06	0.14	0.58	
g2380	-0.98	6.36	0.04	-0.93	0.46	0.53	3.89	-0.67	-1.53	1.88	-0.41	0.12	0.43	-5.65	-0.21	-3.1	-1.57	0.48	3.26	1.55	
g2381	0.94	-1.24	1.33	-3.48	-2.36	-0.47	0.27	-1.1	-1.12	1.11	-0.92	-0.13	-4.25	0.56	-0.07	1.3	-0.08	-0.21	0.46	1.01	
g2382	-1.49	1.66	-0.21	1.14	-7.16	0.77	-2.58	-1.27	-1.79	0.06	-0.3	0.54	-4.51	0.27	-1.01	-1.99	0.51	0.64	0.46	1.51	
g2383	1.62	0.27	0.21	0.26	0.64	-0.88	1.88	3.64	-1.9	2.03	2.18	1.71	0.48	2.93	0.36	-3.38	1.22	1.73	0.55	1.57	
g2384	-1.57	-2.19	-0.22	0.4	-2.66	0.33	0.92	-0.19	-1.71	-0.1	-0.27	-0.03	-0.45	0.31	0.36	-2.54	0.09	0.18	0.23	0.64	
g2385	-1.16	1.12	0.3	0.61	0.82	-3.89	0.94	-1.18	-1.51	-2.06	-2.06	-1.99	0.04	0.19	0.37	3.23	-1.03	-1.1	0.45	1.38	
g2386	0.09	-1.92	0.02	-0.43	-3.37	-1.67	2.08	0.37	-1.7	0.14	-0.46	-0.08	-0.85	-3.58	-0.52	1.6	-1.58	0.81	-0.76	0.09	
g2387	-1.53	1.6	-1.87	1.51	-2.27	-1.2	-0.79	-0.06	-1.64	0.69	0.07	1.28	3.49	-7.3	-4.63	-4.2	0.31	0.63	0.06	0.76	
g2388	-0.37	-0.6	2.29	6.28	2.32	-1.15	-0.56	-1.31	-1.66	1.64	1.16	0.43	-0.01	-3.56	1.91	4.63	-6.0	-0.22	-0.03	3.03	
g2389	3.45	-1.18	-1.29	-1.28	0.3	-0.56	-0.91	2.01	-1.56	0.27	-0.26	-0.49	-1.2	-0.28	-0.37	-0.23	1.0	1.99	0.02	-2.92	
g2390	-1.94	-3.44	1.12	0.41	-0.22	-0.98	-1.32	-0.52	-1.43	0.6	-0.28	-0.41	1.01	1.88	0.59	0.88	0.62	0.65	0.49	1.61	
g2391	-0.38	2.65	2.19	-3.66	-3.95	-1.39	1.62	0.9	-1.31	0.04	-0.45	0.45	-0.04	0.74	0.54	0.3	1.52	0.36	0.25	1.1	
g2392	-4.61	0.45	0.43	-0.66	0.89	-0.16	-2.01	0.82	-2.04	0.47	-1.1	-0.46	-2.69	0.17	2.24	-0.74	-2.28	0.22	-0.46	-2.03	
g2393	0.94	-6.61	1.76	-0.68	-1.55	-2.14	0.56	0.14	3.62	6.01	0.88	-4.03	1.58	3.17	4.01	-2.01	-0.39	0.4	2.0	-0.38	
g2394	-0.09	-2.29	-1.46	-3.06	-0.41	2.02	0.0	0.99	2.57	1.23	0.73	0.14	-4.6	-1.0	-1.76	-0.9	-1.19	1.14	1.36	-2.47	
g2395	-1.09	-0.52	0.79	0.45	-3.31	2.8	-2.08	0.33	-0.17	-0.05	-0.77	-0.47	-2.5	3.34	-1.35	4.59	-5.69	0.34	0.33	1.42	
g2396	-1.51	-0.17	1.63	1.2	-1.32	7.18	-4.11	-0.11	1.24	0.22	0.17	0.13	-0.66	-0.31	-2.9	-1.13	0.28	0.09	-0.36	1.69	
g2397	0.73	-0.68	-0.57	-0.14	-0.32	-0.26	0.15	-0.63	-0.95	-0.3	-0.38	-0.81	0.37	0.07	0.13	1.4	0.45	0.19	0.27	0.7	
g2398	-1.52	-1.56	-0.56	-0.09	-1.06	0.66	-1.06	0.63	0.36	0.4	0.2	0.06	-2.58	-0.47	-3.45	-0.46	0.04	0.17	0.19	-0.99	
g2399	0.16	-0.33	-1.5	-0.03	1.02	-1.26	0.35	-0.71	-0.76	-0.59	-0.17	-0.46	-1.39	-0.89	-0.28	-0.21	-0.73	0.21	0.71	-0.24	
g2400	-0.73	-1.33	0.23	-1.2	-3.91	-0.6	-0.04	-1.15	0.13	0.3	-0.26	0.05	0.62	0.75	-1.27	0.9	0.7	-0.22	0.34	0.33	
g2401	-0.27	1.7	-0.34	-0.66	-1.17	-5.19	0.05	0.14	-1.46	-0.16	-0.34	0.08	-2.41	-0.81	-0.6	-3.12	-0.1	-0.46	-0.34	0.27	
g2402	-1.98	0.07	-0.81	-0.52	2.06	0.7	-0.45	0.98	-0.63	0.87	-0.5	0.14	-1.99	-1.35	-0.11	-4.21	1.5	0.03	-0.27	-0.19	
g2403	-0.41	2.62	1.38	3.37	3.81	2.02	5.0	1.53	0.96	1.28	0.15	0.31	0.81	0.21	-2.33	-0.23	0.33	-0.08	-0.14	0.85	
g2404	-1.47	-1.52	6.23	0.46	2.09	-0.25	-3.77	-1.73	-1.47	0.73	-0.47	0.47	-0.26	-0.26	0.06	-0.87	-0.28	-0.53	-1.08	0.78	
g2405	-1.44	1.43	1.86	2.84	-4.18	-0.86	-0.43	-1.08	-1.22	-0.47	-1.2	-1.45	-2.15	-0.74	1.51	-1.11	2.07	0.03	-0.35	0.91	
g2406	-0.02	-0.35	-1.43	-0.94	0.52	2.39	0.34	-0.25	-0.21	0.29	-0.68	-0.33	0.79	0.5	-0.31	-1.71	0.62	-0.35	-0.26	2.39	
g2407	0.15	-2.49	-1.69	-1.03	-1.43	-0.6	-0.67	2.35	1.74	3.11	1.54	0.68	3.99	0.45	-0.19	0.02	0.3	-0.25	0.4	2.04	
g2408	-4.51	-1.68	-1.87	1.1	1.69	-1.26	2.22	0.14	-0.65	1.0	0.27	0.43	2.83	0.66	0.39	-0.78	0.64	3.6	0.36	-0.47	
g2409	-1.24	-1.09	0.56	0.81	4.19	1.88	-0.51	-0.19	-0.36	-0.41	0.02	-0.42	1.23	0.4	1.08	0.22	-0.45	0.14	0.67	0.81	
g2410	-2.34	-0.53	-0.12	0.34	1.9	0.93	0.83	0.29	-0.24	1.35	0.78	2.23	1.87	2.16	0.16	-0.43	0.26	0.29	0.3	0.91	
g2411	0.91	-2.52	-3.37	-1.07	-2.13	-2.04	-0.93	0.32	1.19	0.51	0.79	1.46	-4.54	-1.73	-1.79	-2.12	-0.87	-1.44	1.45	-1.62	
g2412	0.08	-0.73	0.06	2.71	-0.65	-0.4	-1.49	-0.48	-0.5	-0.1	0.29	-0.25	-3.61	-0.45	-0.15	-1.92	0.86	0.31	0.67	-1.17	
g2413	2.64	-0.98	5.0	0.27	3.3	0.3	1.25	1.34	0.51	0.65	-0.2	0.32	2.79	0.15	2.46	0.18	0.72	-0.04	0.17	-0.1	
g2414	-0.15	0.07	-3.42	0.23	3.23	1.13	1.48	0.77	1.25	0.35	-0.38	0.17	-2.79	-0.28	2.78	7.09	-0.57	-0.08	0.1	0.33	
g2415	-0.61	1.02	0.4	1.39	-1.13	1.6	-1.45	0.23	1.17	1.32	1.25	0.5	3.24	-1.15	1.64	-1.93	0.43	-0.74	0.69	0.44	
g2416	-0.02	-0.94	-0.17	0.29	-0.89	2.59	-5.76	-0.21	0.4	0.69	0.54	-0.38	0.45	-0.79	-1.58	1.75	0.01	-0.05	-0.2	0.07	
g2417	-0.17	-3.77	-0.42	0.06	-0.34	-0.76	-2.64	-0.27	-0.41	-0.96	-0.56	-0.64	-3.2	-0.65	0.25	-1.34	-0.27	-0.45	0.41	0.07	
g2418	0.28	-0.72	0.47	4.07	1.05	-0.29	1.03	-1.16	-0.49	0.69	0.47	0.13	-4.96	-1.67	-1.06	1.61	-0.19	-0.1	0.18	-0.68	
g2419	-1.55	-1.38	-1.38	-1.36	-1.53	1.27	-1.06	1.79	-1.64	-0.49	-0.37	0.03	1.28	0.31	-0.24	-0.29	0.45	0.56	0.1	0.06	
g2420	-0.86	0.02	-0.16	0.74	1.62	1.36	1.88	0.64	0.51	0.75	0.11	0.03	2.36	2.08	2.67	0.42	0.37	0.11	0.4	0.3	
g2421	1.99	-0.59	0.34	0.63	-0.16	-1.09	-1.55	0.42	0.72	0.33	-0.03	0.31	-0.2	-0.9	0.96	1.22	-0.46	-0.49	0.04	0.52	
g2422	-1.98	0.1	-2.01	-0.61	-1.41	-0.78	-3.7	-1.4	-0.24	-0.2	-0.44	-0.43	-3.92	0.55	2.04	-2.4	0.13	0.2	0.1	0.48	
g2423	0.46	-0.22	1.03	-0.76	2.61	-2.0	0.82	-0.48	0.44	0.84	0.72	0.71	1.25	3.14	1.2	5.83	1.13	0.61	0.73	2.2	
g2424	0.31	0.56	0.32	-0.08	0.1	1.56	2.48	-0.75	-0.14	-0.13	-0.08	-0.93	-1.36	-0.84	4.08	2.48	0.77	0.31	0.1	2.02	
g2425	3.0	-0.23	0.16	0.64	-1.8	1.03	-0.29	-2.1	-3.55	0.13	1.14	1.12	0.7	1.55	-1.37	1.25	0.85	0.36	0.29	1.69	
g2426	3.34	0.39	0.46	-0.94	2.72	2.75	1.19	-0.32	-0.03	0.68	-0.07	0.08	-1.98	1.32	1.2	0.08	1.14	0.41	0.99	2.41	
g2427	0.87	-0.94	-1.92	-3.19	-1.8	-2.89	-1.42	-1.58	0.33	-0.01	-0.17	0.39	-5.18	0.3	-2.52	-1.03	-1.76	0.21	0.33	0.18	
g2428	0.79	0.62	-0.88	-0.08	0.5	0.12	1.28	1.73	1.15	0.85	0.06	0.65	1.39	-0.19	0.16	-0.53	-0.33	0.58	0.31	0.78	
g2429	-0.95	-3.53	-2.66	-3.66	-2.28	0.34	-0.65	-0.48	1.81	0.8	0.03	-0.3	-4.7	-1.97	-0.18	0.95	-2.47	-1.19	-0.9	-0.55	
g2430	-0.96	-0.23	-0.2	-0.51	-0.44	-0.42	2.4	-1.04	-0.13	-0.52	-0.63	-0.94	2.22	0.27	1.24	-2.64	0.7	0.36	0.73	1.91	
g2431	1.59	-0.27	-0.29	-0.38	1.03	-0.9	1.49	1.28	-0.55	-0.42	0.15	-0.19	1.9	-0.45	1.89	-0.77	0.17	-0.02	0.87	0.9	
g2432	-2.05	3.22	-3.2	1.96	1.09	-5.7	-2.66	-1.0	0.52	-0.32	0.1	-0.7	3.84	-0.24	-2.65	1.23	-2.87	3.52	-2.21	0.15	
g2433	0.43	-2.07	-0.81	-2.19	-3.47	1.91	-0.59	1.85	2.6	1.06	1.28	0.79	-2.62	1.86	-1.72	2.91	-1.07	-0.71	-0.91	-1.74	
g2434	-9.52	-1.22	-0.3	-1.99	-1.56	2.92	-2.98	-0.09	2.12	0.87	0.9	0.24	-2.04	0.15	-0.24	-1.34	-0.7	-0.84	0.28	2.7	
g2435	0.57	-3.42	0.36	-1.02	0.35	0.82	0.48	-0.73	-0.15	0.16	0.0	0.05	-3.01	-0.74	-0.6	-0.39	-0.09	0.75	0.45	-1.14	
g2436	-0.77	-2.03	-0.03	2.09	1.52	1.65	-0.73	0.96	0.41	0.75	1.43	0.21	-2.12	-1.12	0.6	-2.63	1.93	0.45	0.72	-0.62	
g2437	0.29	-0.44	-0.17	-0.39	1.63	0.45	-0.29	-0.51	0.24	0.72	0.46	-0.4	2.1	1.84	-3.77	-0.66	0.15	0.34	-0.1	0.78	
g2438	-0.22	-0.53	0.95	0.59	0.74	0.23	-1.39	0.69	1.28	0.84	0.16	0.85	-1.27	0.49	2.95	0.74	0.05	0.25	0.4	0.81	
g2439	-1.44	-0.12	-0.8	0.39	-0.24	-1.52	-1.27	1.08	0.92	-0.06	0.85	-0.37	-1.8	-2.75	-0.76	-5.15	0.01	0.1	1.69	0.94	
g2440	3.09	0.44	-0.11	0.28	0.39	0.77	0.48	0.02	0.99	0.21	0.39	0.16	2.48	-0.6	-0.05	-0.29	0.47	0.15	0.61	1.22	
g2441	0.6	3.09	1.62	-2.12	-0.69	0.8	2.08	0.43	-0.71	-1.91	3.91	-0.84	1.81	2.48	0.57	0.29	0.66	-0.25	0.38	1.55	
g2442	1.16	1.02	-0.24	1.82	-0.02	-1.54	1.02	0.16	0.66	0.12	0.1	-0.27	1.35	-0.25	0.25	-1.03	0.36	0.11	0.25	-0.14	
g2443	1.25	-0.66	-2.2	-1.13	3.93	3.7	0.58	2.61	-1.61	0.16	0.39	-0.63	-0.93	-3.71	2.89	-0.51	1.98	2.28	-0.24	1.87	
g2444	-0.6	-0.28	-1.86	-12.68	-0.4	1.1	0.88	0.89	4.66	0.52	-0.26	-1.24	4.53	-0.73	-3.81	0.16	2.68	1.29	-0.94	0.97	
g2445	1.12	-2.59	-0.71	-0.07	0.76	-2.14	0.6	-0.79	0.13	0.19	-0.05	-0.26	-1.2	1.04	-1.85	-0.51	-0.11	0.5	0.2	0.19	
g2446	-0.77	1.42	-8.95	-1.05	2.58	2.02	3.42	-0.69	-3.23	-0.89	-1.04	-0.46	-0.75	0.39	1.3	1.27	-0.94	1.99	-0.22	-0.53	
g2447	0.14	0.78	4.32	0.72	-0.65	5.42	3.27	3.76	0.86	-0.55	0.08	-0.06	6.1	0.18	1.79	5.34	0.21	-0.26	-0.26	0.41	
g2448	0.89	-1.65	-1.23	-0.92	0.22	0.24	-0.71	0.9	0.85	0.4	0.52	0.5	-2.72	-0.34	-1.34	-1.93	-0.91	-0.36	-0.01	-1.42	
g2449	2.62	1.86	3.47	2.85	1.65	-0.01	1.23	0.3	-0.01	-0.84	-0.51	2.4	5.83	-0.69	0.69	5.31	2.12	3.17	0.67	-3.96	
g2450	0.87	1.35	3.54	0.23	0.47	-4.16	-3.88	1.32	0.54	0.76	-1.38	-2.39	6.83	0.93	2.44	4.29	1.21	3.12	-2.18	0.37	
g2451	0.41	-1.6	-0.38	1.54	-1.17	0.39	-2.38	1.38	-0.77	-1.44	-1.59	-1.71	-0.43	2.51	-0.73	0.27	-0.4	-0.94	0.12	0.26	
g2452	-0.18	1.29	-0.79	-2.11	-0.16	-0.15	2.55	-0.09	1.27	2.36	0.2	1.43	0.61	-0.83	-0.57	-0.21	-1.56	-2.41	3.49	1.48	
g2453	-0.97	-1.51	0.49	1.45	0.2	2.83	0.74	1.89	1.53	1.88	0.79	0.82	-6.0	-0.13	-4.0	-1.23	0.38	-0.18	1.38	-0.32	
g2454	7.69	0.13	6.1	0.02	1.91	-0.92	2.84	-3.03	-0.96	0.7	1.28	-0.15	2.83	-0.93	1.95	5.39	0.48	-0.78	-0.16	1.95	
g2455	-2.02	-2.4	-1.29	1.97	-0.99	-1.13	0.14	0.3	-1.68	5.93	-0.68	2.05	0.84	-1.65	-3.68	-1.15	3.35	-0.03	-3.59	-0.93	
g2456	0.38	-1.69	4.33	-3.46	-2.0	-0.63	-0.34	0.51	-0.93	-0.16	-0.24	-0.12	0.62	-4.83	-5.86	1.43	-0.08	0.32	-0.44	0.23	
g2457	3.49	-0.16	2.25	-0.54	2.2	-0.35	0.85	0.97	1.53	3.02	3.22	2.47	-2.62	0.25	-1.6	-0.54	0.95	0.18	0.42	1.35	
g2458	-0.08	0.2	-2.18	2.69	0.39	3.39	1.98	2.66	1.04	1.49	3.05	4.02	-1.17	2.98	1.66	1.11	-0.23	4.88	-0.95	2.02	
g2459	0.09	-1.27	-0.34	-1.34	-0.36	1.69	1.0	-0.81	1.18	0.99	0.65	-0.39	-2.26	3.72	-0.71	1.91	-0.69	-1.66	-1.52	-0.09	
g2460	2.13	-1.39	-1.99	1.71	0.76	0.46	2.79	-1.08	-0.74	-0.94	-0.79	-0.32	-2.73	-3.07	-2.51	2.33	-0.81	0.33	-0.87	-1.86	
g2461	1.55	0.32	-2.2	-2.36	0.94	-1.6	0.57	2.64	-1.34	1.48	1.46	0.96	0.21	-1.06	-0.36	2.79	-1.38	-0.3	1.32	1.23	
g2462	0.48	-0.02	4.47	2.82	-1.87	1.0	2.05	-1.15	1.25	0.66	-2.58	2.1	6.85	5.62	-0.95	-4.37	2.51	-1.21	-0.44	2.5	
g2463	3.04	3.74	5.96	0.56	1.51	1.51	1.31	2.18	2.88	5.2	-0.66	0.68	3.0	0.87	0.02	2.85	3.47	1.31	5.61	3.57	
g2464	-1.87	2.15	1.83	1.57	0.9	-0.57	-0.14	-0.02	-1.05	-0.81	-0.54	-0.74	3.03	-0.25	1.46	3.0	0.28	-0.39	0.1	1.57	
g2465	-2.06	0.01	0.83	2.67	0.07	-1.76	-1.9	-0.84	0.62	-1.11	-0.9	-1.19	1.12	-0.34	1.6	-1.2	2.32	0.12	-1.24	0.14	
